Chromosome,Wide peak start,Wide peak end,amp/del,2q3,Wide Peak Limits,Peak Limits,Region Limits,q values,Residual q values after removing segments shared with higher peaks,Description with number,Description,Comment,Unnamed: 13,Deep Del,Shallow Del,Neutral,Low Gain,High Gain,% Deep Del,% Shallow Del,% Neutral,% Low Gain,% High Gain,n_genes,Genes
chr12,74257132,132349534,Del,12q24.33,chr12:74257132-132349534(probes 598842:617622)  ,chr12:132057386-132349534(probes 617612:617622),chr12:130287607-132349534(probes 617028:617622),0.021784,0.021784,---,---,,,0,150,213,122,4,0.0%,30.7%,43.6%,24.9%,0.8%,375,"PWP1(0.73),GCN1L1(0.73),MAPKAPK5(0.71),PPP1R12A(0.69),DENR(0.69),EIF2B1(0.69),DIABLO(0.68),ANAPC5(0.68),SFRS9(0.68),PRDM4(0.68),ATXN2(0.68),ZDHHC17(0.67),ERP29(0.67),UTP20(0.66),BRAP(0.66),SART3(0.66),POLR3B(0.66),RNF34(0.66),SUDS3(0.66),ZCCHC8(0.65),ZNF26(0.65),UBE3B(0.65),USP30(0.65),VPS33A(0.64),NR2C1(0.64),TDG(0.64),ZNF664(0.64),APPL2(0.64),ISCU(0.63),DDX55(0.63),PTPN11(0.63),METAP2(0.62),ZNF605(0.62),EP400(0.62),RNF10(0.62),TRIAP1(0.62),RSRC2(0.62),SNRPF(0.62),SBNO1(0.62),PCTK2(0.61),ZNF84(0.61),SLC25A3(0.61),TRAFD1(0.61),UBE2N(0.60),VEZT(0.60),ATP2A2(0.60),NFYB(0.60),CAMKK2(0.60),FBXW8(0.59),ZNF10(0.59),SCYL2(0.59),RBM19(0.59),PSMD9(0.59),NAP1L1(0.59),ARL6IP4(0.58),PUS1(0.58),TCHP(0.58),TMEM120B(0.58),MTERFD3(0.57),PPP1CC(0.57),ACTR6(0.57),NUP37(0.57),ZNF140(0.57),SFRS8(0.57),DDX54(0.56),UNG(0.56),WSB2(0.56),PEBP1(0.56),SETD8(0.56),ARL1(0.56),POP5(0.56),GIT2(0.56),ATP6V0A2(0.56),KIAA1033(0.55),CCDC59(0.55),IFT81(0.55),SLC15A4(0.55),TCTN2(0.55),MRPL42(0.55),RFC5(0.55),ULK1(0.55),VPS29(0.55),LTA4H(0.55),TCP11L2(0.54),PRKAB1(0.54),RPL6(0.54),CRY1(0.54),CEP290(0.54),TXNRD1(0.54),ANAPC7(0.54),ARPC3(0.53),RAB35(0.53),CKAP4(0.53),RAN(0.53),CCDC41(0.53),OSBPL8(0.53),TMTC3(0.53),CHFR(0.52),GOLGA3(0.52),COX6A1(0.52),PPTC7(0.52),BBS10(0.52),MED13L(0.52),CLIP1(0.52),NOC4L(0.52),COQ5(0.51),HSP90B1(0.50),GLTP(0.50),ALKBH2(0.50),MPHOSPH9(0.50),CDK2AP1(0.50),EEA1(0.50),NDUFA12(0.50),MMAB(0.50),UNC119B(0.50),RIC8B(0.49),ACAD10(0.49),SETD1B(0.49),GTF2H3(0.49),DHX37(0.49),SSH1(0.49),CCDC92(0.49),NEDD1(0.48),PXN(0.48),PAWR(0.48),CCDC53(0.48),TMEM116(0.47),ATP2B1(0.47),KCTD10(0.47),NT5DC3(0.47),TMPO(0.47),KNTC1(0.47),AACS(0.46),DEPDC4(0.46),TMED2(0.46),APAF1(0.45),HIP1R(0.45),VPS37B(0.44),ANKRD13A(0.44),NUDT4(0.44),CIT(0.44),DDX51(0.44),LRRIQ1(0.43),TCTN1(0.43),SIRT4(0.43),OGFOD2(0.42),FBXO21(0.42),WDR51B(0.42),MLXIP(0.41),BTG1(0.41),GNPTAB(0.41),MVK(0.41),POLE(0.40),EID3(0.40),EP400NL(0.40),ACACB(0.40),HCFC2(0.39),MORN3(0.39),BCL7A(0.38),TPCN1(0.37),LOC253724(0.37),NCOR2(0.37),RPLP0(0.37),PXMP2(0.37),SLC24A6(0.37),P2RX4(0.36),GAS2L3(0.36),TMTC2(0.36),DYNLL1(0.36),CHPT1(0.36),FGD6(0.35),CRADD(0.35),MGC16384(0.34),SCARB1(0.34),SYT1(0.33),RAD9B(0.32),CORO1C(0.32),IQCD(0.31),KSR2(0.30),SDSL(0.29),GALNT4(0.28),TAOK3(0.28),BRI3BP(0.28),ACADS(0.27),ORAI1(0.27),STX2(0.27),CSRP2(0.26),SLC41A2(0.26),USP44(0.26),TMEM132B(0.26),TRPV4(0.25),ALDH2(0.25),E2F7(0.24),ANKS1B(0.24),PIWIL1(0.24),DNAH10(0.24),WDR66(0.24),TSPAN19(0.23),SYCP3(0.23),ELK3(0.22),RASAL1(0.22),LRRC43(0.22),FOXN4(0.22),FZD10(0.22),GOLGA2L1(0.21),CCDC62(0.21),MYO1H(0.21),UBC(0.21),PITPNM2(0.20),ALDH1L2(0.18),ABCB9(0.18),OAS3(0.18),RHOF(0.17),DUSP6(0.16),NUAK1(0.16),HSPB8(0.16),BTBD11(0.15),GPR81(0.15),TESC(0.14),OAS2(0.14),OASL(0.14),OAS1(0.13),CHST11(0.13),IGF1(0.13),PLA2G1B(0.13),HAL(0.13),NTN4(0.12),PLXNC1(0.12),B3GNT4(0.12),GPR109B(0.12),RIMBP2(0.12),FAM109A(0.12),SLC17A8(0.12),KITLG(0.12),CCDC38(0.11),MSI1(0.11),HVCN1(0.11),PAH(0.11),ALX1(0.10),HRK(0.10),DTX1(0.10),GALNT9(0.10),AMDHD1(0.09),CCDC64(0.09),GLT1D1(0.09),TBX3(0.08),TMCC3(0.08),HPD(0.06),NTS(0.06),WSCD2(0.06),PHLDA1(0.06),GPR109A(0.05),NAV3(0.05),TMEM119(0.04),GPR133(0.04),SH2B3(0.04),P2RX7(0.04),PMCH(0.03),CMKLR1(0.03),ASCL1(0.03),SLC6A15(0.03),KERA(0.02),MYBPC1(0.02),PPFIA2(0.01),FAM101A(0.01),MGAT4C(0.01),ASCL4(0.01),MGC14436(-0.00),TMEM132D(-0.02),SELPLG(-0.02),NOS1(-0.02),GLT8D2(-0.03),MYF6(-0.03),FAM71C(-0.03),NR1H4(-0.03),DCN(-0.03),P2RX2(-0.03),CCDC60(-0.04),MMP17(-0.05),SOCS2(-0.05),HNF1A(-0.05),RFX4(-0.06),CCDC63(-0.06),STAB2(-0.06),EPYC(-0.06),LIN7A(-0.07),IL31(-0.07),LUM(-0.08),SDS(-0.08),CABP1(-0.08),CLLU1OS(-0.09),RPH3A(-0.09),SLC5A8(-0.10),MYF5(-0.10),SPIC(-0.11),DAO(-0.11),TBX5(-0.14),LHX5(-0.14),MYL2(-0.18),RASSF9(NA),MLEC(NA),ZNF268(NA),SNRNP35(NA),FICD(NA),UHRF1BP1L(NA),ANKLE2(NA),CUX2(NA),C12orf24(NA),GPN3(NA),C12orf47(NA),VSIG10(NA),C12orf48(NA),DRAM1(NA),SVOP(NA),FBRSL1(NA),C12orf43(NA),ACSS3(NA),C12orf49(NA),C12orf30(NA),C12orf26(NA),SRRM4(NA),KDM2B(NA),RNFT2(NA),C12orf34(NA),C12orf52(NA),C12orf23(NA),C12orf29(NA),C12orf65(NA),TMEM132C(NA),LOC116437(NA),C12orf45(NA),IKBIP(NA),ANO4(NA),SPPL3(NA),LOC144486(NA),LOC144742(NA),C12orf50(NA),PGAM5(NA),RILPL2(NA),PLBD2(NA),RMST(NA),C12orf12(NA),C12orf51(NA),NME2P1(NA),GATC(NA),C12orf27(NA),LOC338758(NA),LOC338799(NA),C12orf74(NA),RILPL1(NA),PTPRQ(NA),C12orf63(NA),C12orf42(NA),C12orf75(NA),CCDC42B(NA),TMEM233(NA),C12orf76(NA),MIR135A2(NA),PLEKHG7(NA),NUDT4P1(NA),MIR331(NA),CLLU1(NA),MIR492(NA),MAP1LC3B2(NA),SNORA49(NA),SNORA53(NA),MIR617(NA),MIR618(NA),MIR620(NA),C12orf73(NA),LOC100128191(NA),LOC100128554(NA),LOC100130238(NA),LOC100190940(NA),NCRNA00173(NA),"
chr13,47887859,47909134,Del,13q14.2 ,chr13:47887859-47909134(probes 628252:628261)    ,chr13:47888153-47895499(probes 628253:628253)    ,chr13:30067191-56303007(probes 621702:630657)    ,9.32e-18,9.9e-16,RB1 [2],RB1,,,37,274,123,55,0,7.6%,56.0%,25.2%,11.2%,0.0%,2,"RB1(0.52),LPAR6(NA),"
chr13,1,22945560,Del,13q12.11,chr13:1-22945560(probes 617623:618896)           ,chr13:18560544-18564800(probes 617657:617658)    ,chr13:1-23757355(probes 617623:619241)           ,0.00029618,0.032809,---,---,,,3,279,156,51,0,0.6%,57.1%,31.9%,10.4%,0.0%,27,"SAP18(0.68),EFHA1(0.66),XPO4(0.61),MPHOSPH8(0.57),ZMYM2(0.56),PSPC1(0.55),MRP63(0.54),ZMYM5(0.54),ZDHHC20(0.51),N6AMT2(0.51),IFT88(0.49),SACS(0.45),LATS2(0.37),FGF9(0.34),CRYL1(0.32),IL17D(0.32),SGCG(0.20),GJB2(0.14),TPTE2(0.11),GJB6(0.10),GJA3(0.02),TUBA3C(-0.03),SKA3(NA),DKFZp686A1627(NA),LOC284232(NA),LOC348021(NA),LOC100101938(NA),"
chr14,20404755,20679593,Amp,14q11.2 ,chr14:20404755-20679593(probes 647976:648064)    ,chr14:20596251-20604193(probes 648031:648034)    ,chr14:1-22849306(probes 647586:648687)           ,3.58e-13,3.58e-13,14q11.2(METT11D1) [12],14q11.2(METT11D1),,,2,124,223,117,23,0.4%,25.4%,45.6%,23.9%,4.7%,12,"METT11D1(0.64),ZNF219(0.44),NDRG2(0.39),FLJ10357(0.39),SLC39A2(0.29),TPPP2(0.23),RNASE13(0.13),RNASE7(0.08),RNASE8(0.06),RNASE3(-0.06),RNASE2(-0.11),C14orf176(NA),"
chr14,103923608,106368585,Amp,14q32.33,chr14:103923608-106368585(probes 676260:676701),chr14:104426846-104431132(probes 676454:676454),chr14:103604366-106368585(probes 676148:676701),0.003217,0.003217,14q32.33(AKT1) [27],14q32.33(AKT1),,AKT1,0,171,200,100,18,0.0%,35.0%,40.9%,20.4%,3.7%,27,"AKT1(0.65),PACS2(0.62),BRF1(0.61),BTBD6(0.60),MTA1(0.59),SIVA1(0.57),CDCA4(0.55),KIAA0284(0.54),ADSSL1(0.49),CRIP2(0.40),NUDT14(0.38),TMEM121(0.34),MGC23270(0.31),JAG2(0.31),CRIP1(0.18),GPR132(0.17),AHNAK2(0.13),PLD4(0.08),TMEM179(0.07),ADAM6(NA),KIAA0125(NA),INF2(NA),C14orf79(NA),C14orf80(NA),C14orf180(NA),ZBTB42(NA),LOC100133469(NA),"
chr14,52629784,73351045,Del,14q23.3 ,chr14:52629784-73351045(probes 657080:665156)    ,chr14:65136157-65150644(probes 661785:661785)    ,chr14:61350786-65282959(probes 660291:661845)    ,0.037481,0.037481,---,---,,,1,238,190,54,6,0.2%,48.7%,38.9%,11.0%,1.2%,144,"NUMB(0.66),PPP2R5E(0.64),MAX(0.64),FNTB(0.64),MED6(0.62),NAT12(0.61),SLC39A9(0.60),VTI1B(0.59),WDR89(0.59),MPP5(0.59),SNAPC1(0.58),KIAA0831(0.57),TIMM9(0.57),PPM1A(0.57),MNAT1(0.56),ERH(0.54),ZFYVE26(0.54),RDH11(0.53),SYNJ2BP(0.52),PCNX(0.52),EIF2S1(0.52),ZBTB25(0.52),ARID4A(0.51),MTHFD1(0.51),ATP6V1D(0.51),PSEN1(0.51),KTN1(0.50),FBXO34(0.50),PNMA1(0.49),SIPA1L1(0.49),RAD51L1(0.49),ZBTB1(0.49),CHURC1(0.49),ZFYVE1(0.49),HIF1A(0.48),GPHN(0.48),RBM25(0.48),SFRS5(0.48),KIAA0586(0.47),PLEKHG3(0.47),GMFB(0.47),PSMA3(0.46),SOCS4(0.46),ACTR10(0.45),TMEM30B(0.45),EXOC5(0.44),ACTN1(0.43),SLC38A6(0.43),CGRRF1(0.42),PIGH(0.42),ACOT2(0.41),CNIH(0.41),DNAL1(0.40),WDHD1(0.39),PLEKHH1(0.38),SIX4(0.38),FUT8(0.37),DAAM1(0.35),KIAA0247(0.35),SYNE2(0.33),LGALS3(0.32),DDHD1(0.32),ZFP36L1(0.31),HSPA2(0.29),RAB15(0.29),ADAM20(0.27),HEATR4(0.27),DHRS7(0.27),GPR135(0.26),MAP3K9(0.26),PELI2(0.26),CDKN3(0.26),ACOT1(0.25),GCH1(0.24),SAMD4A(0.24),RGS6(0.23),SGPP1(0.23),TTC9(0.23),ARG2(0.22),PRKCH(0.22),ACOT4(0.22),PAPLN(0.21),SLC10A1(0.21),AKAP5(0.21),SYT16(0.17),SIX1(0.15),ACOT6(0.15),ESR2(0.14),GALNTL1(0.14),SPTB(0.14),TBPL2(0.14),RDH12(0.14),PLEK2(0.13),TRMT5(0.11),RHOJ(0.08),ADAM21P(0.08),GPX2(0.08),ADAM21(0.08),OTX2(0.07),DPF3(0.06),SLC35F4(0.04),SIX6(0.04),SLC8A3(0.04),SMOC1(0.03),DACT1(0.03),BMP4(0.03),KCNH5(0.01),GPHB5(-0.00),RTN1(-0.06),DCAF5(NA),DLGAP5(NA),DCAF4(NA),COX16(NA),JKAMP(NA),C14orf101(NA),C14orf105(NA),EXD2(NA),MUDENG(NA),C14orf162(NA),C14orf135(NA),C14orf169(NA),C14orf43(NA),MAPK1IP1L(NA),C14orf149(NA),C14orf50(NA),C14orf37(NA),LOC145474(NA),FAM71D(NA),TMEM229B(NA),C14orf39(NA),SNORD56B(NA),FLJ31306(NA),TOMM20L(NA),C14orf181(NA),FLJ44817(NA),C14orf53(NA),LOC645431(NA),RPL13AP3(NA),C14orf34(NA),FLJ43390(NA),C14orf38(NA),C14orf33(NA),LOC100289511(NA),OTX2OS1(NA),"
chr15,88410446,100338915,Amp,15q26.3 ,chr15:88410446-100338915(probes 701619:705587)   ,chr15:98839331-98893136(probes 705154:705177)    ,chr15:94986837-100338915(probes 703693:705587)   ,0.0055005,0.0055005,---,---,,,3,198,190,88,10,0.6%,40.5%,38.9%,18.0%,2.0%,62,"VPS33B(0.72),UNC45A(0.69),SELS(0.68),NGRN(0.66),ASB7(0.66),TM2D3(0.65),RCCD1(0.62),LINS1(0.61),HDDC3(0.61),SNRPA1(0.59),TTC23(0.59),LRRC28(0.59),CIB1(0.59),MEF2A(0.58),MAN2A2(0.57),CRTC3(0.55),LYSMD4(0.52),TARSL2(0.50),SEMA4B(0.49),IQGAP1(0.49),IDH2(0.49),FURIN(0.47),CHSY1(0.44),FES(0.43),RGMA(0.42),IGF1R(0.42),CHD2(0.41),BLM(0.41),ZNF710(0.40),LRRK1(0.40),PRC1(0.39),SLCO3A1(0.38),ZNF774(0.38),MCTP2(0.37),NR2F2(0.35),TTLL13(0.28),PCSK6(0.27),ARRDC4(0.24),ADAMTS17(0.19),LASS3(0.14),LOC145814(0.09),FLJ42289(0.09),ALDH1A3(0.08),SPATA8(0.08),ST8SIA2(0.04),SV2B(0.04),OR4F15(-0.00),LOC91948(-0.02),OR4F6(-0.09),GABARAPL3(-0.11),SYNM(NA),OR4F4(NA),LOC145820(NA),C15orf32(NA),C15orf51(NA),FAM169B(NA),WASH3P(NA),C15orf58(NA),FAM174B(NA),FAM138E(NA),LOC100144604(NA),LOC100288778(NA),"
chr15,39198601,40261082,Del,15q15.1 ,chr15:39198601-40261082(probes 682109:682640)    ,chr15:39677341-39737525(probes 682313:682339)    ,chr15:1-49352101(probes 676702:686343)           ,2.39e-17,3.06e-11,15q15.1 [23],15q15.1,,,15,298,151,24,1,3.1%,60.9%,30.9%,4.9%,0.2%,23,"RTF1(0.68),VPS39(0.64),NDUFAF1(0.60),RPAP1(0.56),PLA2G4B(0.53),CHP(0.52),MAPKBP1(0.51),EHD4(0.45),MGA(0.36),TYRO3(0.33),OIP5(0.29),NUSAP1(0.19),SPTBN5(0.17),ITPKA(0.16),LTK(0.12),PLA2G4D(0.12),PLA2G4F(0.09),PLA2G4E(0.06),JMJD7-PLA2G4B(NA),EXD1(NA),MIR626(NA),LOC729082(NA),JMJD7(NA),"
chr15,1,30715295,Del,15q11.2 ,chr15:1-30715295(probes 676702:678918)           ,chr15:23206627-23212134(probes 677084:677086)    ,chr15:1-49352101(probes 676702:686343)           ,1.17e-10,0.00071826,---,---,,,10,266,176,36,1,2.0%,54.4%,36.0%,7.4%,0.2%,143,"UBE3A(0.73),HERC2(0.59),CYFIP1(0.54),TUBGCP5(0.54),NIPA2(0.52),MTMR15(0.52),NDNL2(0.48),TJP1(0.44),MTMR10(0.41),KLF13(0.41),NIPA1(0.38),HERC2P2(0.30),ARHGAP11A(0.28),ATP10A(0.27),ARHGAP11B(0.26),SNRPN(0.21),APBA2(0.17),PAR5(0.17),CHRNA7(0.17),NDN(0.14),FAM7A1(0.14),OCA2(0.14),TRPM1(0.13),GOLGA8E(0.12),GABRG3(0.12),CHRFAM7A(0.12),GABRB3(0.10),SNURF(0.08),OTUD7A(0.07),GABRA5(0.04),MAGEL2(-0.01),MKRN3(-0.04),OR4M2(-0.07),OR4N4(-0.10),BCL8(NA),IPW(NA),FAM189A1(NA),C15orf2(NA),DKFZP434L187(NA),FAM7A3(NA),SNORD107(NA),PAR1(NA),GOLGA6L1(NA),GOLGA8G(NA),GOLGA9P(NA),SNORD108(NA),SNORD109A(NA),SNORD109B(NA),SNORD115-1(NA),WHAMML1(NA),POTEB(NA),SNORD64(NA),PAR4(NA),PAR-SN(NA),OR4N3P(NA),MIR211(NA),NF1P1(NA),WHAMML2(NA),LOC646214(NA),CXADRP2(NA),SNORD116-19(NA),GOLGA6L6(NA),LOC727924(NA),GOLGA8C(NA),PWRN1(NA),PWRN2(NA),SNORD116-1(NA),SNORD116-2(NA),SNORD116-3(NA),SNORD116-4(NA),SNORD116-5(NA),SNORD116-6(NA),SNORD116-7(NA),SNORD116-8(NA),SNORD116-9(NA),SNORD116-10(NA),SNORD116-11(NA),SNORD116-12(NA),SNORD116-13(NA),SNORD116-14(NA),SNORD116-15(NA),SNORD116-16(NA),SNORD116-17(NA),SNORD116-18(NA),SNORD116-20(NA),SNORD116-21(NA),SNORD116-22(NA),SNORD116-23(NA),SNORD116-24(NA),SNORD116-25(NA),SNORD115-2(NA),SNORD116-26(NA),SNORD116-27(NA),SNORD115-3(NA),SNORD115-4(NA),SNORD115-5(NA),SNORD115-6(NA),SNORD115-7(NA),SNORD115-8(NA),SNORD115-9(NA),SNORD115-10(NA),SNORD115-11(NA),SNORD115-12(NA),SNORD115-13(NA),SNORD115-14(NA),SNORD115-15(NA),SNORD115-16(NA),SNORD115-17(NA),SNORD115-18(NA),SNORD115-19(NA),SNORD115-20(NA),SNORD115-21(NA),SNORD115-22(NA),SNORD115-23(NA),SNORD115-25(NA),SNORD115-26(NA),SNORD115-29(NA),SNORD115-30(NA),SNORD115-31(NA),SNORD115-32(NA),SNORD115-33(NA),SNORD115-34(NA),SNORD115-35(NA),SNORD115-36(NA),SNORD115-37(NA),SNORD115-38(NA),SNORD115-39(NA),SNORD115-40(NA),SNORD115-41(NA),SNORD115-42(NA),SNORD115-43(NA),SNORD115-44(NA),SNORD116-28(NA),SNORD116-29(NA),SNORD115-48(NA),HBII-52-24(NA),HBII-52-27(NA),HBII-52-28(NA),HBII-52-45(NA),HBII-52-46(NA),GOLGA8F(NA),GOLGA8D(NA),FAM7A2(NA),"
chr16,87965263,88055649,Del,16q24.3 ,chr16:87965263-88055649(probes 728833:728871)    ,chr16:87978575-88005630(probes 728839:728848)    ,chr16:86467057-88827254(probes 728371:729123)    ,1.16e-05,0.010817,ANKRD11 [1],ANKRD11,,,17,367,69,33,3,3.5%,75.1%,14.1%,6.7%,0.6%,1,"ANKRD11(0.38),"
chr16,77190685,77350206,Del,16q23.1 ,chr16:77190685-77350206(probes 725073:725119)    ,chr16:77211326-77271124(probes 725081:725086)    ,chr16:76758477-78467994(probes 724871:725449)    ,6.49e-06,0.011456,WWOX [1],WWOX,,,31,373,60,21,4,6.3%,76.3%,12.3%,4.3%,0.8%,1,"WWOX*(0.48),"
chr16,3604846,3860541,Del,16p13.3 ,chr16:3604846-3860541(probes 706891:706984)        ,chr16:3725222-3731269(probes 706939:706941)        ,chr16:3702560-3863831(probes 706928:706986)        ,0.062341,0.062341,CREBBP [3],CREBBP,,,9,246,172,60,2,1.8%,50.3%,35.2%,12.3%,0.4%,3,"TRAP1(0.56),CREBBP(0.53),DNASE1(0.28),"
chr16,58138115,67646882,Del,16q22.1 ,chr16:58138115-67646882(probes 719511:722113)    ,chr16:65683795-65708791(probes 721249:721260)    ,chr16:65630354-65714003(probes 721243:721263)    ,0.11458,0.18652,---,---,,,7,382,80,18,2,1.4%,78.1%,16.4%,3.7%,0.4%,82,"EDC4(0.60),PDP2(0.57),DYNC1LI2(0.57),PRMT7(0.56),CBFB(0.56),GFOD2(0.55),RANBP10(0.55),TK2(0.55),ZFP90(0.54),FAM96B(0.54),NFATC3(0.54),DUS2L(0.54),ACD(0.52),E2F4(0.52),DDX28(0.51),PSKH1(0.51),TMCO7(0.51),THAP11(0.51),SLC7A6OS(0.50),CENPT(0.50),CES2(0.49),TRADD(0.48),NUTF2(0.48),CTCF(0.45),CMTM4(0.45),LRRC29(0.44),ELMO3(0.44),CKLF(0.40),CMTM1(0.40),ATP6V0D1(0.40),SLC12A4(0.39),FHOD1(0.39),FAM65A(0.39),SLC7A6(0.38),NOL3(0.37),CDH1(0.37),PARD6A(0.31),HSF4(0.30),HSD11B2(0.29),NRN1L(0.28),PSMB10(0.27),LCAT(0.24),SLC9A5(0.23),CDH3(0.23),CMTM2(0.22),ZDHHC1(0.20),TSNAXIP1(0.19),LRRC36(0.19),CMTM3(0.18),FBXL8(0.16),CTRL(0.16),TPPP3(0.14),KCTD19(0.14),EXOC3L(0.13),CES3(0.13),CDH8(0.11),AGRP(0.11),PLEKHG4(0.10),CDH16(0.09),RRAD(0.08),CCDC79(0.07),CDH5(0.05),SMPD3(0.05),CA7(0.05),RLTPR(0.04),DPEP2(0.00),CDH11(-0.01),DPEP3(-0.04),NAE1(NA),PLA2G15(NA),TMEM208(NA),ESRP2(NA),C16orf70(NA),C16orf48(NA),B3GNT9(NA),BEAN(NA),CES8(NA),LOC283867(NA),C16orf86(NA),MIR328(NA),LOC644649(NA),KIAA0895L(NA),"
chr17,73482389,78774742,Amp,17q25.3 ,chr17:73482389-78774742(probes 754938:756882)    ,chr17:75402780-75409333(probes 755590:755591)    ,chr17:73318031-78774742(probes 754891:756882)    ,9.83e-05,9.83e-05,---,---,,,0,156,146,166,21,0.0%,31.9%,29.9%,33.9%,4.3%,105,"GPS1(0.66),TBCD(0.65),NARF(0.65),FN3KRP(0.65),EIF4A3(0.64),NPLOC4(0.64),CANT1(0.64),SIRT7(0.63),FOXK2(0.63),PGS1(0.63),DUS1L(0.62),ANAPC11(0.62),CSNK1D(0.62),MRPL12(0.62),P4HB(0.60),HGS(0.58),ARHGDIA(0.58),THOC4(0.57),ASPSCR1(0.56),CCDC137(0.56),WDR45L(0.56),CHMP6(0.54),FASN(0.53),LRRC45(0.53),ACTG1(0.52),B3GNTL1(0.52),PCYT2(0.52),SYNGR2(0.51),MAFG(0.49),ARL16(0.49),AZI1(0.49),LGALS3BP(0.48),SLC26A11(0.48),TK1(0.48),SLC25A10(0.48),HEXDC(0.48),BAIAP2(0.47),SGSH(0.47),TMC6(0.45),RAB40B(0.45),BIRC5(0.43),DCXR(0.43),CCDC57(0.43),USP36(0.41),RFNG(0.40),AFMID(0.40),TNRC6C(0.36),RNF213(0.35),CBX8(0.34),FLJ35220(0.33),TIMP2(0.33),METRNL(0.32),GAA(0.32),PYCR1(0.32),FLJ90757(0.32),TBC1D16(0.31),CCDC40(0.28),RAC3(0.25),DNAH17(0.24),SOCS3(0.23),SLC16A3(0.23),CBX4(0.23),CARD14(0.22),ZNF750(0.14),PDE6G(0.13),SECTM1(0.13),AATK(0.13),NPTX1(0.13),BAHCC1(0.12),CBX2(0.10),NOTUM(0.09),C1QTNF1(0.08),CD7(0.07),HRNBP3(0.07),ENPP7(0.04),TMC8(0.04),NPB(0.01),TMEM105(0.00),DYSFIP1(-0.01),TSPAN10(-0.06),UTS2R(-0.10),EPR1(NA),CYTH1(NA),FSCN2(NA),RPTOR(NA),FN3K(NA),ENGASE(NA),C17orf62(NA),C17orf101(NA),C17orf70(NA),LOC92659(NA),SLC38A10(NA),C17orf56(NA),STRA13(NA),MYADML2(NA),LOC283999(NA),C17orf89(NA),C17orf55(NA),C17orf90(NA),LOC388428(NA),TEX19(NA),MIR338(NA),MIR657(NA),C17orf99(NA),LOC100294362(NA),"
chr17,24137681,24279608,Amp,17q11.2 ,chr17:24137681-24279608(probes 737471:737539)    ,chr17:24244310-24249383(probes 737523:737523)    ,chr17:24076430-24408665(probes 737447:737602)    ,0.010189,0.011188,17q11.2 [7],17q11.2,,,0,357,75,39,18,0.0%,73.0%,15.3%,8.0%,3.7%,7,"ERAL1(0.74),FLOT2(0.63),PHF12(0.59),DHRS13(0.57),C17orf63(NA),MIR144(NA),MIR451(NA),"
chr17,43923270,44005064,Amp,17q21.32,chr17:43923270-44005064(probes 744684:744727)    ,chr17:43940901-43953245(probes 744690:744692)    ,chr17:43885776-44027051(probes 744668:744753)    ,0.023593,0.02824,HOXB [3],HOXB,,,1,256,135,76,21,0.2%,52.4%,27.6%,15.5%,4.3%,3,"HOXB2(0.20),HOXB3(0.19),HOXB1(0.01),"
chr17,35095348,35146598,Amp,17q12   ,chr17:35095348-35146598(probes 741475:741498)    ,chr17:35096707-35138972(probes 741476:741495)    ,chr17:35096707-35150520(probes 741476:741500)    ,0.072138,0.085613,ERBB2 [3],ERBB2,,,3,353,84,34,15,0.6%,72.2%,17.2%,7.0%,3.1%,3,"ERBB2^|(0.59),C17orf37(NA),PGAP3(NA),"
chr17,21144429,21206026,Del,17p11.2 ,chr17:21144429-21206026(probes 736799:736817)    ,chr17:21188672-21195589(probes 736816:736816)    ,chr17:21126879-21213962(probes 736791:736820)    ,2.57e-27,2.6799999999999998e-25,MAP2K3 [1],MAP2K3,Agilent artifact,,51,373,52,11,2,10.4%,76.3%,10.6%,2.2%,0.4%,1,"MAP2K3(0.34),"
chr17,26532345,26568338,Del,17q11.2 ,chr17:26532345-26568338(probes 738385:738399)    ,chr17:26550778-26557408(probes 738393:738394)    ,chr17:26335709-27071948(probes 738315:738610)    ,2.46e-09,6.58e-08,NF1 [1],NF1,,,29,375,67,16,2,5.9%,76.7%,13.7%,3.3%,0.4%,1,"NF1(0.47),"
chr17,11851332,11897247,Del,17p12   ,chr17:11851332-11897247(probes 733984:734006)    ,chr17:11870035-11888448(probes 733994:734001)    ,chr17:11680796-11949111(probes 733908:734053)    ,0.027182,0.10481,MAP2K4 [1],MAP2K4,,,16,398,66,9,0,3.3%,81.4%,13.5%,1.8%,0.0%,1,"MAP2K4(0.60),"
chr18,22116085,22479962,Amp,18q11.2 ,chr18:22116085-22479962(probes 763308:763473)    ,chr18:22281909-22298859(probes 763388:763394)    ,chr18:18398051-24080924(probes 762105:763944)    ,8.98e-08,0.0022626,TAF4B [2],TAF4B,,,2,182,193,87,25,0.4%,37.2%,39.5%,17.8%,5.1%,2,"TAF4B(0.56),KCTD1(0.49),"
chr18,26692597,28137053,Amp,18q12.1 ,chr18:26692597-28137053(probes 764333:764922)    ,chr18:27302023-27307241(probes 764555:764556)    ,chr18:26700685-28186950(probes 764334:764942)    ,0.0015989,0.14836,---,---,,,2,206,185,77,19,0.4%,42.1%,37.8%,15.7%,3.9%,15,"KIAA1012(0.73),RNF138(0.65),DSG2(0.60),FAM59A(0.50),B4GALT6(0.40),DSC2(0.39),RNF125(0.33),DSG1(0.19),MEP1B(0.15),DSC3(0.15),DSC1(0.13),DSG4(0.08),DSG3(0.04),TTR(0.02),MCART2(0.01),"
