chrom	start	end	Gene
chr6	83709492	83711691	SNAP91
chr6	84685712	84687911	TBX18
chr6	85447584	85449783	NT5E
chr6	87588067	87590266	ORC3
chr6	87589829	87592028	ORC3
chr6	89231079	89233278	GABRR1
chr6	89431152	89433351	ANKRD6
chr6	89638535	89640734	LOC124901359
chr6	89638550	89640749	LOC124901359
chr6	90586887	90589086	MAP3K7
chr6	96560548	96562747	FHL5
chr6	96922620	96924819	KLHL32
chr6	97281303	97283502	MMS22L
chr6	97283018	97285217	MMS22L
chr6	104934616	104936815	LIN28B
chr6	104941248	104943447	LIN28B
chr6	106325592	106327791	ATG5
chr6	106627578	106629777	QRSL1
chr6	106629299	106631498	QRSL1
chr6	106975428	106977627	CD24
chr6	107824118	107826317	SCML4
chr6	108121457	108123656	OSTM1
chr6	108164022	108166221	OSTM1
chr6	108165641	108167840	OSTM1
chr6	108557835	108560034	FOXO3
chr6	108558087	108560286	FOXO3
chr6	108846416	108848615	ARMC2
chr6	108923904	108926103	ARMC2
chr6	109382268	109384467	CD164
chr6	109465769	109467968	MICAL1
chr6	109976256	109978455	GPR6
chr6	110178141	110180340	WASF1
chr6	110179805	110182004	WASF1
chr6	110179805	110182004	CDC40
chr6	111481459	111483658	REV3L
chr6	111483516	111485715	REV3L
chr6	111871588	111873787	FYN
chr6	111873253	111875452	FYN
chr6	112234806	112237005	RFPL4B
chr6	112254740	112256939	RFPL4B
chr6	113967701	113969900	HDAC2
chr6	114011109	114013308	HDAC2
chr6	116158548	116160747	COL10A1
chr6	116252173	116254372	DSE
chr6	116253876	116256075	DSE
chr6	116279731	116281930	DSE
chr6	116459370	116461569	CALHM6
chr6	116463493	116465692	CALHM6
chr6	116527013	116529212	CALHM4
chr6	116545485	116547684	CALHM4
chr6	116614479	116616678	RSPH4A
chr6	117263558	117265757	VGLL2
chr6	117264618	117266817	VGLL2
chr6	117425743	117427942	ROS1
chr6	117425743	117427942	GOPC
chr6	117451817	117454016	GOPC
chr6	117602343	117604542	GOPC
chr6	118499430	118501629	CEP85L
chr6	118546296	118548495	CEP85L
chr6	118563660	118565859	CEP85L
chr6	118709876	118712075	CEP85L
chr6	118892152	118894351	MCM9
chr6	118932770	118934969	MCM9
chr6	118934963	118937162	MCM9
chr6	119068944	119071143	FAM184A
chr6	119149188	119151387	FAM184A
chr6	122397551	122399750	HSF2
chr6	122469917	122472116	PKIB
chr6	122471608	122473807	PKIB
chr6	122620815	122623014	PKIB
chr6	122787049	122789248	SMPDL3A
chr6	125117049	125119248	TPD52L1
chr6	125745664	125747863	HEY2
chr6	125748991	125751190	HEY2
chr6	125779161	125781360	NCOA7
chr6	125818659	125820858	NCOA7
chr6	125984479	125986678	TRMT11
chr6	127177254	127179453	RSPO3
chr6	129861348	129863547	TMEM244
chr6	130364017	130366216	SAMD3
chr6	130365226	130367425	SAMD3
chr6	130825406	130827605	SMLR1
chr6	131626442	131628641	MED23
chr6	131628043	131630242	MED23
chr6	131626442	131628641	ENPP3
chr6	131628043	131630242	ENPP3
chr6	131701202	131703401	ENPP3
chr6	131710818	131713017	ENPP3
chr6	132568322	132570521	TAAR6
chr6	132624076	132626275	TAAR2
chr6	132763260	132765459	VNN2
chr6	135053033	135055232	HBS1L
chr6	135102857	135105056	HBS1L
chr6	135321399	135323598	AHI1
chr6	135495422	135497621	AHI1
chr6	136250136	136252335	MTFR2
chr6	136550620	136552819	MAP7
chr6	137044981	137047180	IL20RA
chr6	137173449	137175648	IL22RA2
chr6	138218292	138220491	PBOV1
chr6	138690548	138692747	NHSL1
chr6	138692372	138694571	NHSL1
chr6	138771769	138773968	CCDC28A-AS1
chr6	138773453	138775652	CCDC28A-AS1
chr6	142299854	142302053	ADGRG6
chr6	142944406	142946605	HIVEP2
chr6	142946166	142948365	HIVEP2
chr6	143534845	143537044	PHACTR2
chr6	143561832	143564031	PHACTR2
chr6	144008063	144010262	PLAGL1
chr6	144064400	144066599	PLAGL1
chr6	145964224	145966423	SHPRH
chr6	146025646	146027845	GRM1
chr6	147204415	147206614	STXBP5
chr6	149257352	149259551	TAB2
chr6	149895812	149898011	RAET1E
chr6	150597883	150600082	PLEKHG1
chr6	151450258	151452457	ARMT1
chr6	151451959	151454158	ARMT1
chr6	152983380	152985579	FBXO5
chr6	154356604	154358803	IPCEF1
chr6	154731378	154733577	SCAF8
chr6	154830697	154832896	SCAF8
chr6	154830697	154832896	TIAM2
chr6	154851360	154853559	TIAM2
chr6	155262013	155264212	CLDN20
chr6	157698387	157700586	SNX9
chr6	158648014	158650213	SYTL3
chr6	158764554	158766753	SYTL3
chr6	159723585	159725784	SOD2
chr6	159760045	159762244	SOD2
chr6	159762133	159764332	SOD2
chr6	159762330	159764529	SOD2
chr6	159723585	159725784	WTAP
chr6	159798249	159800448	PNLDC1
chr6	160989727	160991926	MAP3K4
chr6	160992143	160994342	MAP3K4
chr6	161273862	161276061	AGPAT4
chr6	162725132	162727331	PACRG
chr6	162727576	162729775	PACRG
chr6	163053962	163056161	PACRG
chr6	163191839	163194038	PACRG
chr6	166165920	166168119	TBXT
chr6	166168501	166170700	TBXT
chr6	166382814	166385013	MPC1
chr6	166465184	166467383	RPS6KA2
chr6	166509234	166511433	RPS6KA2
chr6	166586479	166588678	RPS6KA2
chr6	166901698	166903897	RNASET2
chr6	166906252	166908451	RNASET2
chr6	166956992	166959191	RNASET2
chr6	167131373	167133572	CCR6
chr6	167147480	167149679	TCP10L2
chr6	167157781	167159980	TCP10L2
chr6	167167034	167169233	TCP10L2
chr6	167269169	167271368	UNC93A
chr6	167384311	167386510	TCP10L3
chr6	167824893	167827092	AFDN
chr6	167826634	167828833	AFDN
chr6	167996911	167999110	KIF25
chr6	168319578	168321777	DACT2
chr6	169253851	169256050	THBS2
chr6	169701868	169704067	PHF10
chr6	169725367	169727566	PHF10
chr6	170552302	170554501	TBP
chr6	170553108	170555307	TBP
chr7	288170	290369	FOXL3
chr7	289344	291543	FOXL3
chr7	814615	816814	SUN1
chr7	849950	852149	SUN1
chr7	1022827	1025026	C7orf50
chr7	1042546	1044745	C7orf50
chr7	1072450	1074649	C7orf50
chr7	1080208	1082407	C7orf50
chr7	1138061	1140260	C7orf50
chr7	1080208	1082407	GPER1
chr7	1158374	1160573	ZFAND2A
chr7	1160020	1162219	ZFAND2A
chr7	1568073	1570272	PSMG3
chr7	1570806	1573005	PSMG3
chr7	1836586	1838785	MAD1L1
chr7	1844054	1846253	MAD1L1
chr7	2352086	2354285	SNX8
chr7	2354119	2356318	SNX8
chr7	2401588	2403787	CHST12
chr7	2510529	2512728	LFNG
chr7	2525074	2527273	LFNG
chr7	2556972	2559171	IQCE
chr7	2677522	2679721	AMZ1
chr7	4959014	4961213	MMD2
chr7	4981718	4983917	RBAK-RBAKDN
chr7	5043821	5046020	RBAK-RBAKDN
chr7	5070125	5072324	RBAK-RBAKDN
chr7	5495718	5497917	FBXL18
chr7	5513610	5515809	FBXL18
chr7	5680262	5682461	RNF216
chr7	5711711	5713910	RNF216
chr7	5781497	5783696	RNF216
chr7	5877827	5880026	OCM
chr7	5896725	5898924	CCZ1
chr7	6483991	6486190	DAGLB
chr7	6483991	6486190	DAGLB
chr7	6575434	6577633	ZDHHC4
chr7	6588021	6590220	ZDHHC4
chr7	7154934	7157133	C1GALT1
chr7	7638711	7640910	RPA3
chr7	7718408	7720607	RPA3
chr7	7638711	7640910	UMAD1
chr7	7718408	7720607	UMAD1
chr7	7966796	7968995	UMAD1
chr7	8260233	8262432	ICA1
chr7	8262488	8264687	ICA1
chr7	12209270	12211469	TMEM106B
chr7	13991226	13993425	ETV1
chr7	16502305	16504504	SOSTDC1
chr7	16524825	16527024	SOSTDC1
chr7	16530381	16532580	SOSTDC1
chr7	16833234	16835433	AGR2
chr7	17299169	17301368	AHR
chr7	17372867	17375066	AHR
chr7	17940302	17942501	SNX13
chr7	18084949	18087148	HDAC9
chr7	18127110	18129309	HDAC9
chr7	22561337	22563536	STEAP1B
chr7	22632726	22634925	STEAP1B
chr7	22723884	22726083	IL6
chr7	22727421	22729620	IL6
chr7	25180157	25182356	C7orf31
chr7	25228287	25230486	NPVF
chr7	26199162	26201361	CBX3
chr7	26201330	26203529	CBX3
chr7	26289862	26292061	SNX10
chr7	26995040	26997239	SKAP2
chr7	27143482	27145681	HOXA6
chr7	27166619	27168818	HOXA10-HOXA9
chr7	27169364	27171563	HOXA10-HOXA9
chr7	27174981	27177180	HOXA10-HOXA9
chr7	27179814	27182013	HOXA10-HOXA9
chr7	27169364	27171563	HOXA10
chr7	27174981	27177180	HOXA10
chr7	27179814	27182013	HOXA10
chr7	27180062	27182261	HOXA10
chr7	27179814	27182013	HOXA11
chr7	27180062	27182261	HOXA11
chr7	27182507	27184706	HOXA11
chr7	27185033	27187232	HOXA11
chr7	27737331	27739530	TAX1BP1
chr7	27740196	27742395	TAX1BP1
chr7	28297321	28299520	CREB5
chr7	29078284	29080483	CPVL
chr7	29120274	29122473	CPVL
chr7	29144547	29146746	CPVL
chr7	29195252	29197451	CPVL
chr7	29986600	29988799	SCRN1
chr7	29990090	29992289	SCRN1
chr7	30026503	30028702	PLEKHA8
chr7	30550562	30552761	GGCT
chr7	30695985	30698184	CRHR2
chr7	30696043	30698242	CRHR2
chr7	30699930	30702129	CRHR2
chr7	30750137	30752336	INMT
chr7	30769417	30771616	MINDY4
chr7	30850273	30852472	MINDY4
chr7	30850273	30852472	AQP1
chr7	32493426	32495625	LSM5
chr7	32495084	32497283	LSM5
chr7	34656218	34658417	NPSR1
chr7	34871383	34873582	NPSR1
chr7	34940635	34942834	DPY19L1
chr7	35034836	35037035	DPY19L1
chr7	35693214	35695413	HERPUD2
chr7	35798932	35801131	SEPTIN7
chr7	35800477	35802676	SEPTIN7
chr7	36387821	36390020	MATCAP2
chr7	36389926	36392125	MATCAP2
chr7	36599921	36602120	AOAH
chr7	36724350	36726549	AOAH
chr7	37681766	37683965	EPDR1
chr7	37681843	37684042	EPDR1
chr7	37846597	37848796	EPDR1
chr7	37681766	37683965	GPR141
chr7	37681843	37684042	GPR141
chr7	38025496	38027695	SFRP4
chr7	39564385	39566584	YAE1
chr7	39566040	39568239	YAE1
chr7	43869694	43871893	URGCP-MRPS24
chr7	43906428	43908627	URGCP-MRPS24
chr7	43906428	43908627	URGCP
chr7	43924436	43926635	URGCP
chr7	43926212	43928411	URGCP
chr7	44049766	44051965	DBNL
chr7	44065368	44067567	DBNL
chr7	44141133	44143332	MYL7
chr7	44541131	44543330	NPC1L1
chr7	44582088	44584287	TMED4
chr7	44846416	44848615	H2AZ2
chr7	44847888	44850087	H2AZ2
chr7	45104283	45106482	TBRG4
chr7	45104843	45107042	TBRG4
chr7	45105900	45108099	TBRG4
chr7	45111848	45114047	TBRG4
chr7	45155791	45157990	RAMP3
chr7	48028920	48031119	SUN3
chr7	48033511	48035710	C7orf57
chr7	48086628	48088827	UPP1
chr7	50529759	50531958	FIGNL1
chr7	50542336	50544535	FIGNL1
chr7	50639725	50641924	GRB10
chr7	50793263	50795462	GRB10
chr7	51316619	51318818	COBL
chr7	54540325	54542524	VSTM2A
chr7	54554970	54557169	VSTM2A
chr7	54757313	54759512	SEC61G
chr7	54759775	54761974	SEC61G
chr7	55885277	55887476	ZNF713
chr7	55949793	55951992	ZNF713
chr7	55949877	55952076	ZNF713
chr7	56092797	56094996	PHKG1
chr7	57139665	57141864	ZNF479
chr7	64226474	64228673	ZNF679
chr7	64792388	64794587	ZNF138
chr7	65371799	65373998	ZNF92
chr7	66112604	66114803	ASL
chr7	66919225	66921424	TMEM248
chr7	72446952	72449151	CALN1
chr7	72695903	72698102	TYW1B
chr7	72827425	72829624	TYW1B
chr7	72828001	72830200	TYW1B
chr7	72877349	72879548	POM121
chr7	72967814	72970013	TRIM74
chr7	72969267	72971466	TRIM74
chr7	73308627	73310826	NSUN5
chr7	73326161	73328360	FKBP6
chr7	73327883	73330082	FKBP6
chr7	73624344	73626543	MLXIPL
chr7	73709317	73711516	STX1A
chr7	73719473	73721672	STX1A
chr7	73770071	73772270	CLDN3
chr7	74080933	74083132	LIMK1
chr7	74254259	74256458	RFC2
chr7	74451790	74453989	GTF2IRD1
chr7	75395235	75397434	TRIM73
chr7	75408322	75410521	TRIM73
chr7	75789697	75791896	CCL26
chr7	75823157	75825356	CCL24
chr7	75897200	75899399	POR
chr7	75913197	75915396	POR
chr7	75941782	75943981	POR
chr7	75994457	75996656	STYXL1
chr7	76046051	76048250	STYXL1
chr7	76047805	76050004	STYXL1
chr7	76395518	76397717	ZP3
chr7	76409498	76411697	ZP3
chr7	76470859	76473058	DTX2
chr7	77796773	77798972	PHTF2
chr7	77798235	77800434	PHTF2
chr7	80367575	80369774	CD36
chr7	80373635	80375834	CD36
chr7	80391254	80393453	CD36
chr7	80511865	80514064	CD36
chr7	80522861	80525060	CD36
chr7	80922160	80924359	SEMA3C
chr7	84492525	84494724	SEMA3A
chr7	87220388	87222587	TMEM243
chr7	87625548	87627747	ABCB1
chr7	87713124	87715323	ABCB1
chr7	87713124	87715323	RUNDC3B
chr7	87932143	87934342	ADAM22
chr7	88214660	88216859	SRI
chr7	88226794	88228993	SRI
chr7	90165590	90167789	STEAP2
chr7	90211436	90213635	STEAP2
chr7	90243174	90245373	CFAP69
chr7	90381721	90383920	CLDN12
chr7	90401519	90403718	CLDN12
chr7	91878791	91880990	MTERF1
chr7	91880503	91882702	MTERF1
chr7	92179332	92181531	LRRD1
chr7	92203899	92206098	KRIT1
chr7	92243974	92246173	KRIT1
chr7	92245725	92247924	KRIT1
chr7	92245967	92248166	KRIT1
chr7	92526773	92528972	RBM48
chr7	92528321	92530520	RBM48
chr7	92590194	92592393	FAM133B
chr7	92642117	92644316	CDK6
chr7	93117824	93120023	SAMD9
chr7	93230340	93232539	VPS50
chr7	93589573	93591772	GNGT1
chr7	93714928	93717127	GNGT1
chr7	93888913	93891112	GNGT1
chr7	93890554	93892753	GNGT1
chr7	94654325	94656524	PEG10
chr7	94656373	94658572	PEG10
chr7	95214139	95216338	PPP1R9A
chr7	95214139	95216338	PPP1R9A-AS1
chr7	95435130	95437329	PON2
chr7	95770506	95772705	DYNC1I1
chr7	96030667	96032866	DYNC1I1
chr7	96219557	96221756	SLC25A13
chr7	96321948	96324147	SLC25A13
chr7	96709681	96711880	SEM1
chr7	98879650	98881849	TRRAP
chr7	99012618	99014817	TRRAP
chr7	99143909	99146108	SMURF1
chr7	99323879	99326078	ARPC1B
chr7	99323898	99326097	ARPC1B
chr7	99325627	99327826	ARPC1B
chr7	99406641	99408840	BUD31
chr7	99408398	99410597	BUD31
chr7	99436922	99439121	ATP5MF-PTCD1
chr7	99438599	99440798	ATP5MF-PTCD1
chr7	99465987	99468186	ATP5MF-PTCD1
chr7	99465998	99468197	ATP5MF-PTCD1
chr7	99436922	99439121	ATP5MF-PTCD1
chr7	99438599	99440798	ATP5MF-PTCD1
chr7	99465987	99468186	ATP5MF-PTCD1
chr7	99465998	99468197	ATP5MF-PTCD1
chr7	99436922	99439121	CPSF4
chr7	99438599	99440798	CPSF4
chr7	99470890	99473089	ZNF789
chr7	99502662	99504861	ZNF789
chr7	99556406	99558605	FAM200A
chr7	99556695	99558894	FAM200A
chr7	99558337	99560536	FAM200A
chr7	99556695	99558894	ZNF655
chr7	99558337	99560536	ZNF655
chr7	99679799	99681998	CYP3A5
chr7	99784049	99786248	CYP3A4
chr7	99876834	99879033	TRIM4
chr7	100013572	100015771	ZKSCAN1
chr7	100047774	100049973	ZSCAN21
chr7	100093444	100095643	MCM7
chr7	100093648	100095847	MCM7
chr7	100093875	100096074	MCM7
chr7	100099549	100101748	MCM7
chr7	100101741	100103940	MCM7
chr7	100099549	100101748	AP4M1
chr7	100101741	100103940	AP4M1
chr7	100117634	100119833	TAF6
chr7	100156470	100158669	TRAPPC14
chr7	100158524	100160723	TRAPPC14
chr7	100175563	100177762	STAG3
chr7	100177182	100179381	STAG3
chr7	100203357	100205556	STAG3
chr7	100305702	100307901	SPDYE3
chr7	100350360	100352559	STAG3L5P-PVRIG2P-PILRB
chr7	100354651	100356850	STAG3L5P-PVRIG2P-PILRB
chr7	100355380	100357579	STAG3L5P-PVRIG2P-PILRB
chr7	100365530	100367729	STAG3L5P-PVRIG2P-PILRB
chr7	100365530	100367729	PILRA
chr7	100395577	100397776	PILRA
chr7	100428793	100430992	MEPCE
chr7	100610102	100612301	MOSPD3
chr7	100642580	100644779	TFR2
chr7	100824820	100827019	EPHB4
chr7	100827324	100829523	EPHB4
chr7	100873103	100875302	SRRT
chr7	101238621	101240820	CLDN15
chr7	101238621	101240820	FIS1
chr7	101252117	101254316	FIS1
chr7	101321624	101323823	IFT22
chr7	102283091	102285290	SH2B2
chr7	102291103	102293302	SH2B2
chr7	102361872	102364071	LOC100630923
chr7	102362162	102364361	LOC100630923
chr7	102394363	102396562	LOC100630923
chr7	102405656	102407855	LOC100630923
chr7	102517578	102519777	RASA4B
chr7	102642592	102644791	UPK3BL1
chr7	102642670	102644869	UPK3BL1
chr7	102671442	102673641	POLR2J2
chr7	102671464	102673663	POLR2J2
chr7	102746971	102749170	FAM185A
chr7	102748496	102750695	FAM185A
chr7	103344631	103346830	PSMC2
chr7	103443207	103445406	SLC26A5
chr7	103446008	103448207	SLC26A5
chr7	105522072	105524271	PUS7
chr7	106112390	106114589	SYPL1
chr7	108130162	108132361	LAMB4
chr7	110725626	110727825	IMMP2L
chr7	111089006	111091205	IMMP2L
chr7	111562318	111564517	IMMP2L
chr7	111089006	111091205	LRRN3
chr7	112478853	112481052	LSMEM1
chr7	113087579	113089778	GPR85
chr7	114075721	114077920	PPP1R3A
chr7	114651345	114653544	FOXP2
chr7	116159697	116161896	TFEC
chr7	116809070	116811269	CAPZA2
chr7	116951238	116953437	ST7
chr7	116951899	116954098	ST7
chr7	116954135	116956334	ST7
chr7	117018211	117020410	ST7
chr7	117097063	117099262	ST7
chr7	117145393	117147592	ST7
chr7	117171409	117173608	ST7
chr7	118212669	118214868	ANKRD7
chr7	118237975	118240174	ANKRD7
chr7	121323367	121325566	WNT16
chr7	122310492	122312691	FEZF1
chr7	122698918	122701117	CADPS2
chr7	122702723	122704922	CADPS2
chr7	122886560	122888759	CADPS2
chr7	123534878	123537077	NDUFA5
chr7	123565010	123567209	ASB15
chr7	123624383	123626582	ASB15
chr7	123624758	123626957	ASB15
chr7	123826983	123829182	HYAL4
chr7	123923237	123925436	SPAM1
chr7	124927873	124930072	POT1
chr7	124927891	124930090	POT1
chr7	124927895	124930094	POT1
chr7	124929784	124931983	POT1
chr7	127431725	127433924	ZNF800
chr7	128343709	128345908	RBM28
chr7	128707061	128709260	GARIN1B
chr7	128737292	128739491	CALU
chr7	128935457	128937656	IRF5
chr7	129053223	129055422	TNPO3
chr7	129054974	129057173	TNPO3
chr7	130291134	130293333	CPA4
chr7	130342816	130345015	CPA5
chr7	130484171	130486370	MEST
chr7	130490834	130493033	MEST
chr7	130494111	130496310	MEST
chr7	130536954	130539153	COPG2
chr7	130668549	130670748	COPG2
chr7	130668549	130670748	TSGA13
chr7	130687233	130689432	TSGA13
chr7	131108096	131110295	MKLN1
chr7	131109977	131112176	MKLN1
chr7	131328113	131330312	MKLN1
chr7	134742252	134744451	CALD1
chr7	134984508	134986707	AGBL3
chr7	135146072	135148271	AGBL3
chr7	135146072	135148271	TMEM140
chr7	135170596	135172795	CYREN
chr7	135229979	135232178	STRA8
chr7	136866652	136868851	CHRM2
chr7	136901167	136903366	CHRM2
chr7	138624980	138627179	SVOPL
chr7	138701163	138703362	SVOPL
chr7	138795952	138798151	TMEM213
chr7	138799361	138801560	TMEM213
chr7	138981190	138983389	KIAA1549
chr7	139131744	139133943	IFT56
chr7	139131923	139134122	IFT56
chr7	139338359	139340558	LUC7L2
chr7	139339360	139341559	LUC7L2
chr7	139339360	139341559	FMC1-LUC7L2
chr7	140638909	140641108	DENND2A
chr7	140673794	140675993	ADCK2
chr7	140688777	140690976	ADCK2
chr7	140696878	140699077	NDUFB2
chr7	141762097	141764296	SSBP1
chr7	141774674	141776873	SSBP1
chr7	141762097	141764296	TAS2R3
chr7	141788217	141790416	TAS2R5
chr7	141841288	141843487	PRSS37
chr7	141905833	141908032	MGAM
chr7	141914399	141916598	MGAM
chr7	141946808	141949007	MGAM
chr7	141973574	141975773	MGAM
chr7	141973574	141975773	TAS2R38
chr7	143181419	143183618	TAS2R39
chr7	143220037	143222236	TAS2R40
chr7	143242093	143244292	GSTK1
chr7	143277957	143280156	TMEM139
chr7	143286215	143288414	TMEM139
chr7	148695914	148698113	CUL1
chr7	149090583	149092782	ZNF786
chr7	149124416	149126615	ZNF398
chr7	149126125	149128324	ZNF398
chr7	150320639	150322838	ACTR3C
chr7	150323526	150325725	ACTR3C
chr7	150366189	150368388	REPIN1
chr7	150366790	150368989	REPIN1
chr7	150372391	150374590	REPIN1
chr7	150366790	150368989	ZNF775
chr7	150372391	150374590	ZNF775
chr7	150377329	150379528	ZNF775
chr7	150383686	150385885	ZNF775
chr7	150632449	150634648	GIMAP6
chr7	150714606	150716805	GIMAP1-GIMAP5
chr7	150714613	150716812	GIMAP1-GIMAP5
chr7	150720253	150722452	GIMAP1-GIMAP5
chr7	150720253	150722452	GIMAP5
chr7	150798403	150800602	TMEM176B
chr7	150801161	150803360	TMEM176B
chr7	150798403	150800602	TMEM176A
chr7	150801161	150803360	TMEM176A
chr7	150822627	150824826	AOC1
chr7	151026422	151028621	ABCB8
chr7	151046292	151048491	ABCB8
chr7	151046292	151048491	ASIC3
chr7	151057698	151059897	SLC4A2
chr7	151080667	151082866	FASTK
chr7	151083831	151086030	AGAP3
chr7	151174546	151176745	ASB10
chr7	151187633	151189832	ASB10
chr7	151205297	151207496	IQCA1L
chr7	151210289	151212488	ABCF2-H2BK1
chr7	151226967	151229166	ABCF2-H2BK1
chr7	151227006	151229205	ABCF2-H2BK1
chr7	151230483	151232682	CHPF2
chr7	151236421	151238620	CHPF2
chr7	151407161	151409360	WDR86
chr7	151410528	151412727	WDR86
chr7	151954379	151956578	GALNTL5
chr7	151954786	151956985	GALNTL5
chr7	154063126	154065325	DPP6
chr7	154865284	154867483	DPP6
chr7	155367735	155369934	BLACE
chr7	155456129	155458328	EN2
chr7	156640399	156642598	RNF32
chr7	156640400	156642599	RNF32
chr7	157004307	157006506	MNX1
chr7	157008805	157011004	MNX1
chr7	157574223	157576422	PTPRN2
chr7	157612023	157614222	PTPRN2
chr7	157852529	157854728	PTPRN2
chr7	157985169	157987368	PTPRN2
chr7	158532614	158534813	PTPRN2
chr7	158587624	158589823	PTPRN2
chr8	230137	232336	ZNF596
chr8	232032	234231	ZNF596
chr8	1799125	1801324	CLN8
chr8	6563210	6565409	ANGPT2
chr8	7335115	7337314	USP17L4
chr8	7355160	7357359	ZNF705G
chr8	10547386	10549585	PRSS51
chr8	10547386	10549585	PRSS55
chr8	10837964	10840163	SOX7
chr8	10839685	10841884	SOX7
chr8	11767639	11769838	NEIL2
chr8	12071548	12073747	DEFB130B
chr8	16567163	16569362	MSR1
chr8	17681458	17683657	MTUS1
chr8	17799345	17801544	MTUS1
chr8	17800895	17803094	MTUS1
chr8	17910166	17912365	FGL1
chr8	18082386	18084585	ASAH1
chr8	18084799	18086998	ASAH1
chr8	19676572	19678771	CSGALNACT1
chr8	19899717	19901916	LPL
chr8	20273773	20275972	LZTS1
chr8	20303764	20305963	LZTS1
chr8	21812158	21814357	GFRA2
chr8	22022125	22024324	NPM2
chr8	22040398	22042597	FGF17
chr8	22046995	22049194	FGF17
chr8	22109220	22111419	NUDT18
chr8	22163140	22165339	SFTPC
chr8	22243133	22245332	POLR3D
chr8	22244844	22247043	POLR3D
chr8	22365278	22367477	SLC39A14
chr8	22587274	22589473	PDLIM2
chr8	22587274	22589473	C8orf58
chr8	22602757	22604956	C8orf58
chr8	22985417	22987616	RHOBTB2
chr8	22999801	23002000	RHOBTB2
chr8	23082355	23084554	LOC254896
chr8	23100921	23103120	LOC254896
chr8	23425129	23427328	ENTPD4
chr8	23457496	23459695	ENTPD4
chr8	24382285	24384484	ADAMDEC1
chr8	24438930	24441129	ADAM7
chr8	25424455	25426654	GNRH1
chr8	26381054	26383253	BNIP3L
chr8	26382789	26384988	BNIP3L
chr8	26854452	26856651	ADRA1A
chr8	27309482	27311681	PTK2B
chr8	27311073	27313272	PTK2B
chr8	27431370	27433569	PTK2B
chr8	27631868	27634067	SCARA3
chr8	28492205	28494404	FZD3
chr8	28504983	28507182	FZD3
chr8	28888395	28890594	INTS9
chr8	28890043	28892242	INTS9
chr8	28888395	28890594	HMBOX1
chr8	28890043	28892242	HMBOX1
chr8	30083009	30085208	SARAF
chr8	30093408	30095607	LEPROTL1
chr8	31031788	31033987	PURG
chr8	31033516	31035715	PURG
chr8	33511475	33513674	TTI2
chr8	33512986	33515185	TTI2
chr8	35707535	35709734	UNC5D
chr8	37899298	37901497	RAB11FIP1
chr8	38401484	38403683	LETM2
chr8	38726186	38728385	TACC1
chr8	39900275	39902474	IDO1
chr8	40897634	40899833	ZMAT4
chr8	41578222	41580421	GPAT4
chr8	42150946	42153145	AP3M2
chr8	42539155	42541354	SLC20A2
chr8	42541727	42543926	SLC20A2
chr8	42539155	42541354	SMIM19
chr8	42541727	42543926	SMIM19
chr8	42796193	42798392	CHRNA6
chr8	42840989	42843188	THAP1
chr8	42843126	42845325	THAP1
chr8	42894946	42897145	RNF170
chr8	42896076	42898275	RNF170
chr8	48735112	48737311	CLXN
chr8	49052311	49054510	PPDPFL
chr8	49907789	49909988	SNTG1
chr8	51898987	51901186	PCMTD1
chr8	52192362	52194561	ST18
chr8	53843359	53845558	ATP6V1H
chr8	55750935	55753134	TMEM68
chr8	55771446	55773645	TMEM68
chr8	55773208	55775407	TMEM68
chr8	55877835	55880034	LYN
chr8	55902656	55904855	LYN
chr8	56072592	56074791	RPS20
chr8	56073702	56075901	RPS20
chr8	56074311	56076510	RPS20
chr8	56113783	56115982	MOS
chr8	56209686	56211885	CHCHD7
chr8	56211125	56213324	CHCHD7
chr8	56443807	56446006	LOC124901948
chr8	56445745	56447944	LOC124901948
chr8	57992523	57994722	FAM110B
chr8	62246854	62249053	NKAIN3
chr8	62249680	62251879	NKAIN3
chr8	65634018	65636217	ARMC1
chr8	66665596	66667795	C8orf44-SGK3
chr8	66665615	66667814	C8orf44-SGK3
chr8	66667032	66669231	C8orf44-SGK3
chr8	66710734	66712933	C8orf44-SGK3
chr8	66767806	66770005	C8orf44-SGK3
chr8	66962392	66964591	PPP1R42
chr8	67056405	67058604	COPS5
chr8	67060426	67062625	COPS5
chr8	69464624	69466823	SULF1
chr8	70667339	70669538	LACTB2
chr8	70667369	70669568	LACTB2
chr8	70668986	70671185	LACTB2
chr8	73006856	73009055	TERF1
chr8	73292602	73294801	RPL7
chr8	73295590	73297789	RPL7
chr8	73877046	73879245	UBE2W
chr8	73878711	73880910	UBE2W
chr8	73970437	73972636	ELOC
chr8	73972108	73974307	ELOC
chr8	75405914	75408113	HNF4G
chr8	80171374	80173573	TPD52
chr8	80483619	80485818	ZBTB10
chr8	80874582	80876781	ZNF704
chr8	81111869	81114068	PAG1
chr8	81730448	81732647	ZFAND1
chr8	81732704	81734903	ZFAND1
chr8	81839952	81842151	SNX16
chr8	85175154	85177353	E2F5
chr8	85176842	85179041	E2F5
chr8	85371436	85373635	CA1
chr8	85378815	85381014	CA1
chr8	85371436	85373635	CA3
chr8	85378815	85381014	CA3
chr8	86512435	86514634	RMDN1
chr8	86514158	86516357	RMDN1
chr8	89899849	89902048	OSGIN2
chr8	90095276	90097475	CALB1
chr8	90645884	90648083	LOC105375633
chr8	90789741	90791940	LOC105375633
chr8	90791433	90793632	LOC105375633
chr8	91068196	91070395	OTUD6B
